DynamicHysteresisResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	VcShift [V]	Rav [Ohm]	Cls [F]	Epsls [1]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Hysteresis Frequency [Hz]	Hysteresis Amplitude [V]	Current Range []	Averages []	
1.000000e+000	1.887090e+002	-1.858090e+002	2.959000e-001	-3.013730e-001	2.190330e-001	-2.151130e-001	7.747650e-001	3.406190e-001	4.341460e-001	3.410640e+002	1.450060e+000	3.157350e+006	9.394090e-010	3.176180e+003	0.000000e+000	5.042670e+002	-4.989070e+002	5.596520e-001	-5.596520e-001	3.373550e-004	-3.434300e-004	1.000000e+002	5.000000e+002	5.000000e+000	1.000000e+000	
2.000000e+000	1.849820e+002	-1.914890e+002	2.372020e-001	-3.466340e-001	1.510190e-001	-1.011300e-001	4.880020e-001	2.358530e-001	2.521490e-001	2.783310e+002	-3.253780e+000	3.273820e+005	6.740420e-010	2.278960e+003	0.000000e+000	3.804850e+002	-4.119960e+002	3.868720e-001	-3.868720e-001	2.235410e-003	-2.352640e-003	1.000000e+003	5.000000e+002	4.000000e+000	1.000000e+000	
3.000000e+000	1.720340e+002	-1.716800e+002	3.053230e-001	-2.984790e-001	2.454170e-001	-2.368080e-001	8.390880e-001	3.568640e-001	4.822240e-001	3.402340e+002	1.766510e-001	3.125110e+007	1.036580e-009	3.504720e+003	0.000000e+000	5.020460e+002	-4.971570e+002	6.022810e-001	-6.022810e-001	3.689000e-005	-3.675320e-005	1.000000e+001	5.000000e+002	6.000000e+000	1.000000e+000	
4.000000e+000	1.701350e+002	-1.689060e+002	3.406390e-001	-3.327350e-001	2.944530e-001	-2.836550e-001	9.458410e-001	3.677330e-001	5.781070e-001	3.788670e+002	6.146670e-001	2.806040e+008	1.147450e-009	3.879580e+003	0.000000e+000	5.004330e+002	-4.958650e+002	6.621860e-001	-6.621860e-001	4.286540e-006	-4.266760e-006	1.000000e+000	5.000000e+002	7.000000e+000	1.000000e+000	

DynamicHysteresis
Program: aixPlorer Software version 3.0.63.0
TimeStamp: 02/15/2024 15:10:48
TfaModule: DHM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU624-1
TfaVersion: 4.7.0

Table 1
Timestamp: 02/15/2024 15:13:37
TableVersion: 4.7.0
Monitoring: YES
Averages: 1
Settings: PSW HV MON
Waveform: triangle
SampleName: G1_BTO_500V_100Hz
Area [mm2]: 78.5
Thickness [nm]: 2.35e+006
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Hysteresis Frequency [Hz]: 100
Hysteresis Amplitude [V]: 500
Cls [F]: 9.39409e-010
Epsls [1]: 3176.18
Vc+ [V]: 188.709
Vc- [V]: -185.809
Pr+ [uC/cm2]: 0.2959
Pr- [uC/cm2]: -0.301373
Prrel+ [uC/cm2]: 0.219033
Prrel- [uC/cm2]: -0.215113
Wloss [uJ/cm2]: 341.064
VcShift [V]: 1.45006
Vmax+ [V]: 504.267
Vmax- [V]: -498.907
Pvmax+ [uC/cm2]: 0.559652
Pvmax- [uC/cm2]: -0.559652
Ipk+ [A]: 0.000337355
Ipk- [A]: -0.00034343
Psw [uC/cm2]: 0.774765
Pnsw [uC/cm2]: 0.340619
dPsw [uC/cm2]: 0.434146
Rav [Ohm]: 3.15735e+006
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.63.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	
3.500000e-002	3.009413e+002	-2.963592e+002	-7.343670e-006	5.506889e-001	-7.188778e-006	5.506920e-001	7.423602e-006	-5.500693e-001	
3.525000e-002	2.959022e+002	-2.915020e+002	-7.308411e-006	5.483558e-001	-7.292507e-006	5.483861e-001	7.299242e-006	-5.477249e-001	
3.550000e-002	2.910777e+002	-2.865638e+002	-7.455007e-006	5.460049e-001	-7.486905e-006	5.460327e-001	7.679286e-006	-5.453398e-001	
3.575000e-002	2.862920e+002	-2.813768e+002	-7.723968e-006	5.435879e-001	-7.591158e-006	5.436317e-001	7.768495e-006	-5.428799e-001	
3.600000e-002	2.810496e+002	-2.762647e+002	-7.924058e-006	5.410962e-001	-7.714658e-006	5.411945e-001	7.901269e-006	-5.403847e-001	
3.625000e-002	2.762877e+002	-2.713053e+002	-7.992827e-006	5.385617e-001	-7.689281e-006	5.387416e-001	7.992402e-006	-5.378539e-001	
3.650000e-002	2.714039e+002	-2.662890e+002	-8.071676e-006	5.360036e-001	-8.082461e-006	5.362302e-001	8.200530e-006	-5.352754e-001	
3.675000e-002	2.663180e+002	-2.614908e+002	-8.237954e-006	5.334065e-001	-8.148069e-006	5.336457e-001	8.255365e-006	-5.326550e-001	
3.700000e-002	2.610347e+002	-2.562353e+002	-8.344188e-006	5.307661e-001	-8.424726e-006	5.310067e-001	8.466341e-006	-5.299923e-001	
3.725000e-002	2.558856e+002	-2.511681e+002	-8.443185e-006	5.280929e-001	-8.523872e-006	5.283079e-001	8.549735e-006	-5.272828e-001	
3.750000e-002	2.510439e+002	-2.462100e+002	-8.503147e-006	5.253945e-001	-8.715069e-006	5.255628e-001	8.754640e-006	-5.245273e-001	
3.775000e-002	2.461065e+002	-2.409630e+002	-8.706911e-006	5.226540e-001	-8.845161e-006	5.227666e-001	8.646165e-006	-5.217565e-001	
3.800000e-002	2.410925e+002	-2.361640e+002	-8.748572e-006	5.198745e-001	-9.143020e-006	5.199023e-001	8.845462e-006	-5.189712e-001	
3.825000e-002	2.359244e+002	-2.319475e+002	-8.869009e-006	5.170691e-001	-9.269536e-006	5.169703e-001	8.947796e-006	-5.161379e-001	
3.850000e-002	2.308329e+002	-2.264389e+002	-8.932902e-006	5.142344e-001	-9.400423e-006	5.139974e-001	9.167684e-006	-5.132532e-001	
3.875000e-002	2.260299e+002	-2.213827e+002	-9.158608e-006	5.113536e-001	-9.498566e-006	5.109880e-001	9.147839e-006	-5.103368e-001	
3.900000e-002	2.206807e+002	-2.166116e+002	-9.280538e-006	5.084174e-001	-9.671061e-006	5.079355e-001	9.357135e-006	-5.073901e-001	
3.925000e-002	2.155599e+002	-2.116417e+002	-9.368910e-006	5.054478e-001	-9.810422e-006	5.048334e-001	9.472515e-006	-5.043917e-001	
3.950000e-002	2.106311e+002	-2.066849e+002	-9.506336e-006	5.024422e-001	-9.880591e-006	5.016979e-001	9.893120e-006	-5.013080e-001	
3.975000e-002	2.055729e+002	-2.018808e+002	-9.890637e-006	4.993535e-001	-9.864091e-006	4.985538e-001	9.864659e-006	-4.981619e-001	
4.000000e-002	2.005821e+002	-1.970681e+002	-1.006184e-005	4.961763e-001	-1.003626e-005	4.953850e-001	1.021267e-005	-4.949649e-001	
4.025000e-002	1.956858e+002	-1.920900e+002	-1.030724e-005	4.929328e-001	-1.025770e-005	4.921534e-001	1.050055e-005	-4.916666e-001	
4.050000e-002	1.907443e+002	-1.867689e+002	-1.051026e-005	4.896180e-001	-1.041558e-005	4.888615e-001	1.073974e-005	-4.882844e-001	
4.075000e-002	1.856431e+002	-1.817099e+002	-1.076766e-005	4.862298e-001	-1.040471e-005	4.855462e-001	1.078254e-005	-4.848573e-001	
4.100000e-002	1.806372e+002	-1.765794e+002	-1.088169e-005	4.827824e-001	-1.085151e-005	4.821614e-001	1.109221e-005	-4.813740e-001	
4.125000e-002	1.758646e+002	-1.710746e+002	-1.113793e-005	4.792761e-001	-1.094419e-005	4.786908e-001	1.130783e-005	-4.778071e-001	
4.150000e-002	1.709711e+002	-1.662613e+002	-1.122200e-005	4.757156e-001	-1.100331e-005	4.751960e-001	1.159315e-005	-4.741605e-001	
4.175000e-002	1.663495e+002	-1.614159e+002	-1.158472e-005	4.720839e-001	-1.112195e-005	4.716728e-001	1.161470e-005	-4.704650e-001	
4.200000e-002	1.611111e+002	-1.564578e+002	-1.180112e-005	4.683601e-001	-1.157518e-005	4.680586e-001	1.198391e-005	-4.667072e-001	
4.225000e-002	1.558569e+002	-1.512787e+002	-1.196816e-005	4.645752e-001	-1.190259e-005	4.643201e-001	1.218567e-005	-4.628586e-001	
4.250000e-002	1.508311e+002	-1.462486e+002	-1.190987e-005	4.607729e-001	-1.213985e-005	4.604917e-001	1.235696e-005	-4.589505e-001	
4.275000e-002	1.457116e+002	-1.417802e+002	-1.186981e-005	4.569864e-001	-1.229701e-005	4.566005e-001	1.233438e-005	-4.550188e-001	
4.300000e-002	1.409928e+002	-1.365628e+002	-1.219403e-005	4.531545e-001	-1.252093e-005	4.526486e-001	1.252142e-005	-4.510608e-001	
4.325000e-002	1.355220e+002	-1.315888e+002	-1.257603e-005	4.492103e-001	-1.267633e-005	4.486363e-001	1.272873e-005	-4.470401e-001	
4.350000e-002	1.305644e+002	-1.261489e+002	-1.275494e-005	4.451767e-001	-1.292104e-005	4.445603e-001	1.313482e-005	-4.429217e-001	
4.375000e-002	1.258477e+002	-1.212429e+002	-1.312003e-005	4.410565e-001	-1.312089e-005	4.404135e-001	1.324554e-005	-4.387210e-001	
4.400000e-002	1.206717e+002	-1.160886e+002	-1.333943e-005	4.368432e-001	-1.345215e-005	4.361821e-001	1.358990e-005	-4.344479e-001	
4.425000e-002	1.154579e+002	-1.117061e+002	-1.360129e-005	4.325532e-001	-1.365089e-005	4.318663e-001	1.386583e-005	-4.300759e-001	
4.450000e-002	1.108035e+002	-1.064774e+002	-1.376450e-005	4.281956e-001	-1.400211e-005	4.274630e-001	1.416777e-005	-4.256120e-001	
4.475000e-002	1.059147e+002	-1.013221e+002	-1.406283e-005	4.237645e-001	-1.371321e-005	4.230497e-001	1.434439e-005	-4.210718e-001	
4.500000e-002	1.006837e+002	-9.642891e+001	-1.410819e-005	4.192787e-001	-1.459810e-005	4.185416e-001	1.447691e-005	-4.164825e-001	
4.525000e-002	9.564899e+001	-9.162638e+001	-1.497507e-005	4.146476e-001	-1.484489e-005	4.138532e-001	1.503798e-005	-4.117826e-001	
4.550000e-002	9.043364e+001	-8.631728e+001	-1.487436e-005	4.098945e-001	-1.508339e-005	4.090875e-001	1.535418e-005	-4.069431e-001	
4.575000e-002	8.521727e+001	-8.120564e+001	-1.512821e-005	4.051170e-001	-1.523857e-005	4.042592e-001	1.530098e-005	-4.020617e-001	
4.600000e-002	8.030361e+001	-7.609605e+001	-1.536984e-005	4.002607e-001	-1.565595e-005	3.993397e-001	1.560098e-005	-3.971410e-001	
4.625000e-002	7.563902e+001	-7.186292e+001	-1.569572e-005	3.953139e-001	-1.595974e-005	3.943053e-001	1.604714e-005	-3.921015e-001	
4.650000e-002	7.037846e+001	-6.641230e+001	-1.596477e-005	3.902724e-001	-1.628253e-005	3.891712e-001	1.639210e-005	-3.869360e-001	
4.675000e-002	6.513935e+001	-6.168206e+001	-1.630299e-005	3.851343e-001	-1.652696e-005	3.839468e-001	1.667231e-005	-3.816710e-001	
4.700000e-002	6.002107e+001	-5.668947e+001	-1.663773e-005	3.798889e-001	-1.681035e-005	3.786383e-001	1.701251e-005	-3.763072e-001	
4.725000e-002	5.529211e+001	-5.176942e+001	-1.703024e-005	3.745278e-001	-1.687777e-005	3.732739e-001	1.745496e-005	-3.708187e-001	
4.750000e-002	5.036798e+001	-4.640923e+001	-1.714179e-005	3.690864e-001	-1.726224e-005	3.678376e-001	1.799792e-005	-3.651734e-001	
4.775000e-002	4.569700e+001	-4.154079e+001	-1.811264e-005	3.634726e-001	-1.749051e-005	3.623037e-001	1.825166e-005	-3.594011e-001	
4.800000e-002	4.074094e+001	-3.653823e+001	-1.843523e-005	3.576529e-001	-1.791219e-005	3.566664e-001	1.882998e-005	-3.534964e-001	
4.825000e-002	3.574375e+001	-3.160082e+001	-1.881507e-005	3.517213e-001	-1.816668e-005	3.509213e-001	1.921416e-005	-3.474384e-001	
4.850000e-002	3.073762e+001	-2.654002e+001	-1.918968e-005	3.456696e-001	-1.849792e-005	3.450830e-001	1.975763e-005	-3.412327e-001	
4.875000e-002	2.581834e+001	-2.184350e+001	-1.974043e-005	3.394705e-001	-1.886036e-005	3.391343e-001	2.013402e-005	-3.348806e-001	
4.900000e-002	2.086560e+001	-1.633182e+001	-2.011021e-005	3.331249e-001	-1.938159e-005	3.330448e-001	2.058509e-005	-3.283966e-001	
4.925000e-002	1.600124e+001	-1.107637e+001	-2.050888e-005	3.266569e-001	-1.982572e-005	3.268016e-001	2.100282e-005	-3.217743e-001	
4.950000e-002	1.102934e+001	-6.072792e+000	-2.068210e-005	3.200978e-001	-2.044707e-005	3.203887e-001	2.148486e-005	-3.150088e-001	
4.975000e-002	6.073023e+000	-9.731642e-001	-2.130005e-005	3.134127e-001	-2.073071e-005	3.138317e-001	2.159086e-005	-3.081496e-001	
5.000000e-002	8.903727e-001	4.106538e+000	-2.157442e-005	3.065856e-001	-2.157442e-005	3.070952e-001	2.185596e-005	-3.012313e-001	
5.025000e-002	-3.994929e+000	8.972170e+000	-2.191444e-005	2.996606e-001	-2.191444e-005	3.001703e-001	2.209296e-005	-2.942331e-001	
5.050000e-002	-9.187798e+000	1.397600e+001	-2.241819e-005	2.926013e-001	-2.241819e-005	2.931109e-001	2.261034e-005	-2.871147e-001	
5.075000e-002	-1.409660e+001	1.893207e+001	-2.244392e-005	2.854576e-001	-2.244392e-005	2.859673e-001	2.264929e-005	-2.799078e-001	
5.100000e-002	-1.917707e+001	2.382146e+001	-2.352226e-005	2.781382e-001	-2.352226e-005	2.786478e-001	2.302233e-005	-2.726352e-001	
5.125000e-002	-2.437633e+001	2.905571e+001	-2.365524e-005	2.706258e-001	-2.365524e-005	2.711355e-001	2.333710e-005	-2.652531e-001	
5.150000e-002	-2.922535e+001	3.372464e+001	-2.418561e-005	2.630079e-001	-2.418561e-005	2.635175e-001	2.374518e-005	-2.577560e-001	
5.175000e-002	-3.446190e+001	3.898112e+001	-2.448767e-005	2.552574e-001	-2.448767e-005	2.557670e-001	2.400725e-005	-2.501521e-001	
5.200000e-002	-3.949639e+001	4.347046e+001	-2.468673e-005	2.474270e-001	-2.468673e-005	2.479367e-001	2.419988e-005	-2.424758e-001	
5.225000e-002	-4.477535e+001	4.834223e+001	-2.475071e-005	2.395548e-001	-2.475071e-005	2.400645e-001	2.445222e-005	-2.347286e-001	
5.250000e-002	-4.956920e+001	5.352181e+001	-2.501720e-005	2.316300e-001	-2.501720e-005	2.321396e-001	2.516513e-005	-2.268278e-001	
5.275000e-002	-5.393056e+001	5.866563e+001	-2.519460e-005	2.236345e-001	-2.519460e-005	2.241441e-001	2.549496e-005	-2.187609e-001	
5.300000e-002	-5.889659e+001	6.354353e+001	-2.586034e-005	2.155047e-001	-2.586034e-005	2.160144e-001	2.601516e-005	-2.105586e-001	
5.325000e-002	-6.401231e+001	6.892288e+001	-2.625356e-005	2.072063e-001	-2.625356e-005	2.077160e-001	2.638465e-005	-2.022147e-001	
5.350000e-002	-6.941899e+001	7.407360e+001	-2.666551e-005	1.987797e-001	-2.666551e-005	1.992894e-001	2.687958e-005	-1.937332e-001	
5.375000e-002	-7.451888e+001	7.880256e+001	-2.663296e-005	1.902927e-001	-2.663296e-005	1.908024e-001	2.704359e-005	-1.851467e-001	
5.400000e-002	-7.931733e+001	8.379566e+001	-2.760650e-005	1.816559e-001	-2.760650e-005	1.821655e-001	2.743897e-005	-1.764711e-001	
5.425000e-002	-8.449231e+001	8.871750e+001	-2.773091e-005	1.728442e-001	-2.773091e-005	1.733538e-001	2.783695e-005	-1.676692e-001	
5.450000e-002	-8.921412e+001	9.396452e+001	-2.777003e-005	1.640064e-001	-2.777003e-005	1.645161e-001	2.839364e-005	-1.587153e-001	
5.475000e-002	-9.428029e+001	9.896963e+001	-2.865531e-005	1.550215e-001	-2.865531e-005	1.555312e-001	2.878656e-005	-1.496102e-001	
5.500000e-002	-9.926138e+001	1.038261e+002	-2.889984e-005	1.458567e-001	-2.889984e-005	1.463663e-001	2.948958e-005	-1.403305e-001	
5.525000e-002	-1.042103e+002	1.089581e+002	-2.907169e-005	1.366255e-001	-2.907169e-005	1.371352e-001	2.948810e-005	-1.309392e-001	
5.550000e-002	-1.090810e+002	1.138166e+002	-2.942337e-005	1.273110e-001	-2.942337e-005	1.278207e-001	3.011278e-005	-1.214486e-001	
5.575000e-002	-1.140087e+002	1.188452e+002	-2.990346e-005	1.178641e-001	-2.990346e-005	1.183737e-001	3.046577e-005	-1.118023e-001	
5.600000e-002	-1.190846e+002	1.241436e+002	-3.033598e-005	1.082718e-001	-3.033598e-005	1.087815e-001	3.102769e-005	-1.020104e-001	
5.625000e-002	-1.241017e+002	1.290700e+002	-3.059112e-005	9.857006e-002	-3.059112e-005	9.907970e-002	3.130104e-005	-9.208540e-002	
5.650000e-002	-1.288550e+002	1.341250e+002	-3.103056e-005	8.875769e-002	-3.103056e-005	8.926734e-002	3.190631e-005	-8.202053e-002	
5.675000e-002	-1.341671e+002	1.392818e+002	-3.148207e-005	7.880345e-002	-3.148207e-005	7.931309e-002	3.215596e-005	-7.181953e-002	
5.700000e-002	-1.388504e+002	1.439553e+002	-3.206192e-005	6.868498e-002	-3.206192e-005	6.919463e-002	3.239037e-005	-6.154146e-002	
5.725000e-002	-1.443436e+002	1.495204e+002	-3.259715e-005	5.838895e-002	-3.259715e-005	5.889860e-002	3.272090e-005	-5.117342e-002	
5.750000e-002	-1.492479e+002	1.541888e+002	-3.312406e-005	4.792379e-002	-3.312406e-005	4.843344e-002	3.304123e-005	-4.070174e-002	
5.775000e-002	-1.543135e+002	1.593017e+002	-3.347000e-005	3.731964e-002	-3.347000e-005	3.782928e-002	3.319938e-005	-3.015387e-002	
5.800000e-002	-1.595079e+002	1.641704e+002	-3.406909e-005	2.656501e-002	-3.406909e-005	2.707465e-002	3.339067e-005	-1.955036e-002	
5.825000e-002	-1.646880e+002	1.692925e+002	-3.457775e-005	1.563398e-002	-3.457775e-005	1.614363e-002	3.358621e-005	-8.885254e-003	
5.850000e-002	-1.696336e+002	1.740971e+002	-3.509105e-005	4.540226e-003	-3.509105e-005	5.049869e-003	3.392935e-005	1.865632e-003	
5.875000e-002	-1.746834e+002	1.792279e+002	-3.525865e-005	-6.661955e-003	-3.525865e-005	-6.152312e-003	3.397386e-005	1.267824e-002	
5.900000e-002	-1.797095e+002	1.835704e+002	-3.563410e-005	-1.795061e-002	-3.563410e-005	-1.744097e-002	3.418583e-005	2.353170e-002	
5.925000e-002	-1.848413e+002	1.888432e+002	-3.573677e-005	-2.931540e-002	-3.573677e-005	-2.880575e-002	3.438086e-005	3.444996e-002	
5.950000e-002	-1.895669e+002	1.937640e+002	-3.591346e-005	-4.072467e-002	-3.591346e-005	-4.021503e-002	3.490978e-005	4.548350e-002	
5.975000e-002	-1.951486e+002	1.985788e+002	-3.592288e-005	-5.216358e-002	-3.592288e-005	-5.165393e-002	3.502534e-005	5.661967e-002	
6.000000e-002	-1.997989e+002	2.034041e+002	-3.613403e-005	-6.363761e-002	-3.613403e-005	-6.312796e-002	3.545880e-005	6.784325e-002	
6.025000e-002	-2.045810e+002	2.085870e+002	-3.619743e-005	-7.515536e-002	-3.619743e-005	-7.464571e-002	3.585067e-005	7.919826e-002	
6.050000e-002	-2.097233e+002	2.136061e+002	-3.637131e-005	-8.671089e-002	-3.637131e-005	-8.620124e-002	3.627547e-005	9.068332e-002	
6.075000e-002	-2.145999e+002	2.187196e+002	-3.637810e-005	-9.829519e-002	-3.637810e-005	-9.778554e-002	3.636316e-005	1.022500e-001	
6.100000e-002	-2.193994e+002	2.236795e+002	-3.651185e-005	-1.099019e-001	-3.651185e-005	-1.093922e-001	3.647023e-005	1.138477e-001	
6.125000e-002	-2.243036e+002	2.287962e+002	-3.659377e-005	-1.215429e-001	-3.659377e-005	-1.210332e-001	3.651811e-005	1.254700e-001	
6.150000e-002	-2.295332e+002	2.338907e+002	-3.644513e-005	-1.331733e-001	-3.644513e-005	-1.326636e-001	3.688997e-005	1.371592e-001	
6.175000e-002	-2.342780e+002	2.389518e+002	-3.613388e-005	-1.447305e-001	-3.613388e-005	-1.442208e-001	3.649188e-005	1.488442e-001	
6.200000e-002	-2.393741e+002	2.441084e+002	-3.663685e-005	-1.563182e-001	-3.663685e-005	-1.558085e-001	3.671380e-005	1.605011e-001	
6.225000e-002	-2.445483e+002	2.489444e+002	-3.675320e-005	-1.680045e-001	-3.675320e-005	-1.674948e-001	3.661030e-005	1.721770e-001	
6.250000e-002	-2.497445e+002	2.542448e+002	-3.669180e-005	-1.796995e-001	-3.669180e-005	-1.791899e-001	3.628285e-005	1.837841e-001	
6.275000e-002	-2.544387e+002	2.591595e+002	-3.613392e-005	-1.912960e-001	-3.613392e-005	-1.907863e-001	3.570310e-005	1.952469e-001	
6.300000e-002	-2.596696e+002	2.642591e+002	-3.640409e-005	-2.028466e-001	-3.640409e-005	-2.023370e-001	3.527220e-005	2.065487e-001	
6.325000e-002	-2.647151e+002	2.687160e+002	-3.580904e-005	-2.143455e-001	-3.580904e-005	-2.138359e-001	3.489873e-005	2.177224e-001	
6.350000e-002	-2.700801e+002	2.739829e+002	-3.539163e-005	-2.256832e-001	-3.539163e-005	-2.251736e-001	3.471464e-005	2.288073e-001	
6.375000e-002	-2.744982e+002	2.792706e+002	-3.470534e-005	-2.368451e-001	-3.470534e-005	-2.363355e-001	3.417208e-005	2.397765e-001	
6.400000e-002	-2.794757e+002	2.843345e+002	-3.474769e-005	-2.479045e-001	-3.474769e-005	-2.473949e-001	3.378078e-005	2.505971e-001	
6.425000e-002	-2.846484e+002	2.887255e+002	-3.413476e-005	-2.588731e-001	-3.413476e-005	-2.583635e-001	3.335216e-005	2.612870e-001	
6.450000e-002	-2.899782e+002	2.938711e+002	-3.378762e-005	-2.696888e-001	-3.378762e-005	-2.691791e-001	3.302012e-005	2.718559e-001	
6.475000e-002	-2.943056e+002	2.989270e+002	-3.292092e-005	-2.803111e-001	-3.292092e-005	-2.798015e-001	3.237870e-005	2.822697e-001	
6.500000e-002	-2.996868e+002	3.040346e+002	-3.260896e-005	-2.907458e-001	-3.260896e-005	-2.902362e-001	3.200458e-005	2.925218e-001	
6.525000e-002	-3.049404e+002	3.089648e+002	-3.221207e-005	-3.010677e-001	-3.221207e-005	-3.005580e-001	3.136233e-005	3.026121e-001	
6.550000e-002	-3.099626e+002	3.140054e+002	-3.175594e-005	-3.112536e-001	-3.175594e-005	-3.107440e-001	3.106894e-005	3.125534e-001	
6.575000e-002	-3.145102e+002	3.191403e+002	-3.111895e-005	-3.212656e-001	-3.111895e-005	-3.207559e-001	3.070262e-005	3.223896e-001	
6.600000e-002	-3.199555e+002	3.239750e+002	-3.077794e-005	-3.311218e-001	-3.077794e-005	-3.306121e-001	2.988829e-005	3.320378e-001	
6.625000e-002	-3.248500e+002	3.288473e+002	-3.031555e-005	-3.408500e-001	-3.031555e-005	-3.403404e-001	2.931565e-005	3.414652e-001	
6.650000e-002	-3.299057e+002	3.337398e+002	-2.973428e-005	-3.504121e-001	-2.973428e-005	-3.499025e-001	2.879994e-005	3.507193e-001	
6.675000e-002	-3.347603e+002	3.386391e+002	-2.909737e-005	-3.597802e-001	-2.909737e-005	-3.592706e-001	2.818245e-005	3.597929e-001	
6.700000e-002	-3.401042e+002	3.438174e+002	-2.858410e-005	-3.689651e-001	-2.858410e-005	-3.684555e-001	2.798406e-005	3.687366e-001	
6.725000e-002	-3.451473e+002	3.486823e+002	-2.802218e-005	-3.779789e-001	-2.802218e-005	-3.774692e-001	2.748753e-005	3.775697e-001	
6.750000e-002	-3.498275e+002	3.536005e+002	-2.753482e-005	-3.868255e-001	-2.753482e-005	-3.863159e-001	2.726265e-005	3.862879e-001	
6.775000e-002	-3.546967e+002	3.589188e+002	-2.685636e-005	-3.954866e-001	-2.685636e-005	-3.949769e-001	2.682127e-005	3.949000e-001	
6.800000e-002	-3.597872e+002	3.638064e+002	-2.658719e-005	-4.039967e-001	-2.658719e-005	-4.034870e-001	2.643451e-005	4.033802e-001	
6.825000e-002	-3.646329e+002	3.684376e+002	-2.600668e-005	-4.123715e-001	-2.600668e-005	-4.118619e-001	2.612009e-005	4.117487e-001	
6.850000e-002	-3.692050e+002	3.738052e+002	-2.562276e-005	-4.205927e-001	-2.562276e-005	-4.200831e-001	2.593750e-005	4.200382e-001	
6.875000e-002	-3.742091e+002	3.791774e+002	-2.518565e-005	-4.286833e-001	-2.518565e-005	-4.281736e-001	2.556621e-005	4.282394e-001	
6.900000e-002	-3.793700e+002	3.842872e+002	-2.499731e-005	-4.366742e-001	-2.499731e-005	-4.361645e-001	2.517725e-005	4.363196e-001	
6.925000e-002	-3.844303e+002	3.891278e+002	-2.462286e-005	-4.445755e-001	-2.462286e-005	-4.440658e-001	2.490612e-005	4.442946e-001	
6.950000e-002	-3.893061e+002	3.943409e+002	-2.444498e-005	-4.523888e-001	-2.444498e-005	-4.518792e-001	2.463722e-005	4.521837e-001	
6.975000e-002	-3.942528e+002	3.994711e+002	-2.412407e-005	-4.601227e-001	-2.412407e-005	-4.596131e-001	2.402400e-005	4.599323e-001	
7.000000e-002	-3.995550e+002	4.044834e+002	-2.406113e-005	-4.677956e-001	-2.406113e-005	-4.672859e-001	2.367756e-005	4.675281e-001	
7.025000e-002	-4.043654e+002	4.098400e+002	-2.375530e-005	-4.754096e-001	-2.375530e-005	-4.749000e-001	2.328195e-005	4.750057e-001	
7.050000e-002	-4.095368e+002	4.143966e+002	-2.349775e-005	-4.829340e-001	-2.349775e-005	-4.824244e-001	2.291226e-005	4.823615e-001	
7.075000e-002	-4.146806e+002	4.191345e+002	-2.313847e-005	-4.903602e-001	-2.313847e-005	-4.898505e-001	2.249093e-005	4.895913e-001	
7.100000e-002	-4.196152e+002	4.241332e+002	-2.291647e-005	-4.976937e-001	-2.291647e-005	-4.971841e-001	2.224472e-005	4.967148e-001	
7.125000e-002	-4.247070e+002	4.290568e+002	-2.264505e-005	-5.049488e-001	-2.264505e-005	-5.044391e-001	2.181921e-005	5.037313e-001	
7.150000e-002	-4.297330e+002	4.339298e+002	-2.248135e-005	-5.121345e-001	-2.248135e-005	-5.116249e-001	2.162981e-005	5.106500e-001	
7.175000e-002	-4.344413e+002	4.389687e+002	-2.210560e-005	-5.192343e-001	-2.210560e-005	-5.187247e-001	2.128482e-005	5.174835e-001	
7.200000e-002	-4.397851e+002	4.439633e+002	-2.180155e-005	-5.262259e-001	-2.180155e-005	-5.257163e-001	2.101914e-005	5.242198e-001	
7.225000e-002	-4.450554e+002	4.490522e+002	-2.133265e-005	-5.330944e-001	-2.133265e-005	-5.325848e-001	2.081463e-005	5.308812e-001	
7.250000e-002	-4.497596e+002	4.539602e+002	-2.104606e-005	-5.398426e-001	-2.104606e-005	-5.393330e-001	2.074835e-005	5.374995e-001	
7.275000e-002	-4.545838e+002	4.590065e+002	-2.078036e-005	-5.465029e-001	-2.078036e-005	-5.459932e-001	2.070027e-005	5.440996e-001	
7.300000e-002	-4.591273e+002	4.641314e+002	-2.062333e-005	-5.530958e-001	-2.062333e-005	-5.525862e-001	2.043553e-005	5.506499e-001	
7.325000e-002	-4.641238e+002	4.691925e+002	-2.043762e-005	-5.596342e-001	-2.043762e-005	-5.591246e-001	2.025763e-005	5.571297e-001	
